"seqnames"	"start"	"end"	"width"	"strand"	"EnsemblID"	"Symbol"	"CTCF"
"chr1"	113870760	113872759	2000	"-"	"ENSG00000134242"	"PTPN22"	1
"chr1"	109711255	109713254	2000	"+"	"ENSG00000134201"	"GSTM5"	3
"chr18"	52408042	52410041	2000	"+"	"ENSG00000280098"	"AC011155.1"	8
"chr3"	170585075	170587074	2000	"-"	"ENSG00000013293"	"SLC7A14"	3
"chr3"	150818598	150820597	2000	"+"	"ENSG00000280141"	"AC016142.1"	2
"chr19"	48672082	48674081	2000	"-"	"ENSG00000142233"	"NTN5"	42
"chr14"	23371809	23373808	2000	"+"	"ENSG00000166090"	"IL25"	2
"chr1"	146343791	146345790	2000	"-"	"ENSG00000270339"	"AC243756.1"	0
"chr7"	111090006	111092005	2000	"+"	"ENSG00000173114"	"LRRN3"	0
"chr20"	33489075	33491074	2000	"+"	"ENSG00000078699"	"CBFA2T2"	1
"chr19"	2720419	2722418	2000	"-"	"ENSG00000176490"	"DIRAS1"	8
"chr3"	147405861	147407860	2000	"-"	"ENSG00000174963"	"ZIC4"	1
"chr14"	70188071	70190070	2000	"-"	"ENSG00000100678"	"SLC8A3"	1
"chr13"	42271153	42273152	2000	"+"	"ENSG00000023516"	"AKAP11"	3
"chr17"	60101663	60103662	2000	"-"	"ENSG00000280852"	"AC025048.1"	2
"chrX"	1267800	1269799	2000	"+"	"ENSG00000198223"	"CSF2RA"	0
"chr16"	70223358	70225357	2000	"+"	"ENSG00000280252"	"FKSG63"	0
"chr1"	150302292	150304291	2000	"-"	"ENSG00000278939"	"AC242988.1"	0
"chr16"	28210921	28212920	2000	"-"	"ENSG00000169180"	"XPO6"	0
"chr4"	145937636	145939635	2000	"-"	"ENSG00000151612"	"ZNF827"	1
"chr2"	210231692	210233691	2000	"+"	"ENSG00000279317"	"AC006994.3"	3
"chr19"	2739049	2741048	2000	"-"	"ENSG00000267001"	"AC006538.4"	8
"chr1"	112719419	112721418	2000	"+"	"ENSG00000184599"	"FAM19A3"	1
"chr7"	158703830	158705829	2000	"-"	"ENSG00000146918"	"NCAPG2"	1
"chr4"	68567528	68569527	2000	"-"	"ENSG00000197888"	"UGT2B17"	5
"chr8"	100952389	100954388	2000	"-"	"ENSG00000164924"	"YWHAZ"	1
"chrY"	24361437	24363436	2000	"-"	"ENSG00000279274"	"AC012005.3"	0
"chr15"	45429529	45431528	2000	"+"	"ENSG00000166920"	"C15orf48"	3
"chr6"	166341592	166343591	2000	"-"	"ENSG00000198818"	"SFT2D1"	1
"chr5"	14340288	14342287	2000	"+"	"ENSG00000281325"	"AC016549.1"	3
"chr19"	2739153	2741152	2000	"-"	"ENSG00000141873"	"SLC39A3"	8
"chrX"	118822790	118824789	2000	"+"	"ENSG00000174460"	"ZCCHC12"	2
"chr19"	3499941	3501940	2000	"-"	"ENSG00000129932"	"DOHH"	10
"chr16"	70051770	70053769	2000	"-"	"ENSG00000279533"	"AC009022.1"	4
"chr2"	120290050	120292049	2000	"-"	"ENSG00000281676"	"AC012363.2"	0
"chr11"	65502623	65504622	2000	"-"	"ENSG00000279576"	"MALAT1"	0
"chr17"	74935188	74937187	2000	"-"	"ENSG00000281273"	"AC087651.1"	12
"chr7"	116248423	116250422	2000	"-"	"ENSG00000281656"	"AC073130.2"	3
"chr16"	70204781	70206780	2000	"-"	"ENSG00000280006"	"AC009060.2"	0
"chr6"	108165058	108167057	2000	"+"	"ENSG00000112333"	"NR2E1"	3
"chr6"	30488467	30490466	2000	"+"	"ENSG00000204592"	"HLA-E"	1
"chr7"	120949749	120951748	2000	"+"	"ENSG00000071243"	"ING3"	1
"chr11"	47578016	47580015	2000	"-"	"ENSG00000123444"	"KBTBD4"	1
"chr22"	41925819	41927818	2000	"-"	"ENSG00000159958"	"TNFRSF13C"	4
"chr17"	75784894	75786893	2000	"-"	"ENSG00000132475"	"H3F3B"	2
"chr7"	77797581	77799580	2000	"-"	"ENSG00000135211"	"TMEM60"	1
"chr1"	161037963	161039962	2000	"-"	"ENSG00000270149"	"RP11-544M22.13"	2
"chr10"	93892973	93894972	2000	"+"	"ENSG00000176273"	"SLC35G1"	0
"chr19"	15507493	15509492	2000	"+"	"ENSG00000171954"	"CYP4F22"	0
"chr11"	66344126	66346125	2000	"-"	"ENSG00000174744"	"BRMS1"	2
"chr7"	7967794	7969793	2000	"+"	"ENSG00000106415"	"GLCCI1"	1
"chr7"	73432783	73434782	2000	"+"	"ENSG00000188763"	"FZD9"	2
"chrX"	134796233	134798232	2000	"-"	"ENSG00000156504"	"FAM122B"	0
"chr11"	34437925	34439924	2000	"+"	"ENSG00000121691"	"CAT"	3
"chr8"	35234457	35236456	2000	"+"	"ENSG00000156687"	"UNC5D"	2
"chr19"	21019620	21021619	2000	"+"	"ENSG00000118620"	"ZNF430"	1
"chr20"	45911156	45913155	2000	"-"	"ENSG00000100979"	"PLTP"	0
"chr10"	128125386	128127385	2000	"-"	"ENSG00000148773"	"MKI67"	2
"chr14"	93332219	93334218	2000	"+"	"ENSG00000133958"	"UNC79"	2
"chrX"	75155733	75157732	2000	"-"	"ENSG00000131269"	"ABCB7"	0
"chr5"	128658186	128660185	2000	"-"	"ENSG00000138829"	"FBN2"	2
"chr15"	20865315	20867314	2000	"-"	"ENSG00000230031"	"POTEB2"	2
"chr1"	154935992	154937991	2000	"-"	"ENSG00000163344"	"PMVK"	1
"chrX"	111269524	111271523	2000	"-"	"ENSG00000077274"	"CAPN6"	0
"chr3"	16513027	16515026	2000	"-"	"ENSG00000131378"	"RFTN1"	6
"chr3"	125968144	125970143	2000	"+"	"ENSG00000114547"	"ROPN1B"	3
"chr2"	686799	688798	2000	"+"	"ENSG00000280360"	"AC092159.1"	1
"chr2"	230224730	230226729	2000	"-"	"ENSG00000135899"	"SP110"	3
"chr17"	32006872	32008871	2000	"+"	"ENSG00000185158"	"LRRC37B"	0
"chr11"	66049729	66051728	2000	"+"	"ENSG00000087365"	"SF3B2"	262
"chr4"	75948920	75950919	2000	"+"	"ENSG00000279909"	"AC110615.1"	0
"chr22"	39456344	39458343	2000	"+"	"ENSG00000128268"	"MGAT3"	2
"chr12"	107684732	107686731	2000	"+"	"ENSG00000136045"	"PWP1"	1
"chr1"	184386058	184388057	2000	"+"	"ENSG00000116667"	"C1orf21"	1
"chr15"	47133027	47135026	2000	"-"	"ENSG00000259752"	"FKSG62"	4
"chr16"	15093318	15095317	2000	"-"	"ENSG00000085721"	"RRN3"	0
"chr7"	63761476	63763475	2000	"+"	"ENSG00000275217"	"AC079355.1"	3
"chr19"	34963050	34965049	2000	"-"	"ENSG00000180884"	"ZNF792"	1
"chr1"	27064366	27066365	2000	"-"	"ENSG00000280403"	"FKSG62"	2
"chr13"	24320429	24322428	2000	"-"	"ENSG00000281899"	"C1QTNF9B-AS1"	1
"chr1"	248520647	248522646	2000	"+"	"ENSG00000188558"	"OR2G6"	5
"chr11"	49058113	49060112	2000	"-"	"ENSG00000214891"	"TRIM64C"	0
"chr22"	37696004	37698003	2000	"+"	"ENSG00000100106"	"TRIOBP"	5
"chr5"	172453524	172455523	2000	"-"	"ENSG00000174705"	"SH3PXD2B"	3
"chr12"	100572683	100574682	2000	"+"	"ENSG00000139354"	"GAS2L3"	1
"chr12"	110501118	110503117	2000	"-"	"ENSG00000111237"	"VPS29"	0
"chr19"	21495682	21497681	2000	"+"	"ENSG00000197013"	"ZNF429"	1
"chr19"	17687366	17689365	2000	"-"	"ENSG00000130477"	"UNC13A"	5
"chr19"	18437302	18439301	2000	"-"	"ENSG00000105655"	"ISYNA1"	17
"chr17"	20895141	20897140	2000	"-"	"ENSG00000205212"	"CCDC144NL"	176
"chr1"	223363203	223365202	2000	"-"	"ENSG00000143502"	"SUSD4"	2
"chr10"	43647857	43649856	2000	"-"	"ENSG00000169740"	"ZNF32"	0
"chr10"	121927802	121929801	2000	"-"	"ENSG00000107669"	"ATE1"	0
"chr11"	94972613	94974612	2000	"-"	"ENSG00000150316"	"CWC15"	2
"chr3"	151813037	151815036	2000	"+"	"ENSG00000114771"	"AADAC"	2
"chr3"	73060659	73062658	2000	"+"	"ENSG00000255423"	"EBLN2"	3
"chr4"	24979205	24981204	2000	"-"	"ENSG00000181982"	"CCDC149"	1
"chrX"	110439234	110441233	2000	"-"	"ENSG00000101935"	"AMMECR1"	0
"chr6"	145790833	145792832	2000	"-"	"ENSG00000280184"	"AL023806.1"	2
"chr19"	39983134	39985133	2000	"+"	"ENSG00000187187"	"ZNF546"	2
"chr1"	33080104	33082103	2000	"+"	"ENSG00000142920"	"AZIN2"	0
"chrY"	25306702	25308701	2000	"+"	"ENSG00000279115"	"AC006386.1"	0
"chr3"	72887073	72889072	2000	"+"	"ENSG00000172986"	"GXYLT2"	3
"chr18"	79963561	79965560	2000	"+"	"ENSG00000226742"	"HSBP1L1"	0
"chr5"	115854994	115856993	2000	"+"	"ENSG00000280329"	"AC026449.1"	4
"chr4"	184220231	184222230	2000	"-"	"ENSG00000164303"	"ENPP6"	0
"chr19"	31348548	31350547	2000	"-"	"ENSG00000121297"	"TSHZ3"	3
"chr11"	76380313	76382312	2000	"+"	"ENSG00000179240"	"RP11-111M22.2"	23
"chr12"	32895841	32897840	2000	"-"	"ENSG00000057294"	"PKP2"	4
"chr14"	55228217	55230216	2000	"+"	"ENSG00000279392"	"AL158801.1"	1
"chr8"	27489779	27491778	2000	"+"	"ENSG00000120915"	"EPHX2"	7
"chr7"	16788242	16790241	2000	"+"	"ENSG00000280130"	"AC073333.1"	2
"chr12"	102061150	102063149	2000	"-"	"ENSG00000120860"	"CCDC53"	3
"chr20"	16552013	16554012	2000	"-"	"ENSG00000280240"	"AL049794.1"	11
"chrX"	16122556	16124555	2000	"+"	"ENSG00000126010"	"GRPR"	0
"chrY"	25462994	25464993	2000	"+"	"ENSG00000280301"	"AC006328.4"	0
"chr1"	203185750	203187749	2000	"-"	"ENSG00000133048"	"CHI3L1"	7
"chr1"	248558492	248560491	2000	"-"	"ENSG00000182783"	"OR2T29"	0
"chr18"	2570510	2572509	2000	"-"	"ENSG00000101574"	"METTL4"	19
"chr7"	100118842	100120841	2000	"-"	"ENSG00000106290"	"TAF6"	0
"chr7"	57449177	57451176	2000	"+"	"ENSG00000182111"	"ZNF716"	2
"chr19"	11796667	11798666	2000	"+"	"ENSG00000177599"	"ZNF491"	2
"chr1"	248573758	248575757	2000	"-"	"ENSG00000183310"	"OR2T34"	3
"chr1"	25858459	25860458	2000	"-"	"ENSG00000127423"	"AUNIP"	3
"chr1"	248592769	248594768	2000	"-"	"ENSG00000184022"	"OR2T10"	4
"chr1"	117000750	117002749	2000	"+"	"ENSG00000134256"	"CD101"	1
"chr10"	13301413	13303412	2000	"-"	"ENSG00000107537"	"PHYH"	1
"chr11"	8670867	8672866	2000	"-"	"ENSG00000166436"	"TRIM66"	2
"chr2"	182522193	182524192	2000	"-"	"ENSG00000115252"	"PDE1A"	4
"chr11"	59809873	59811872	2000	"-"	"ENSG00000166902"	"MRPL16"	3
"chr22"	41300522	41302521	2000	"+"	"ENSG00000100403"	"ZC3H7B"	1
"chr4"	122731702	122733701	2000	"+"	"ENSG00000181004"	"BBS12"	0
"chr5"	149270871	149272870	2000	"+"	"ENSG00000157510"	"AFAP1L1"	2
"chr17"	8187933	8189932	2000	"+"	"ENSG00000279152"	"AC129492.1"	3
"chr1"	17330797	17332796	2000	"-"	"ENSG00000280226"	"AC004824.2"	14
"chrX"	16166481	16168480	2000	"+"	"ENSG00000182798"	"MAGEB17"	0
"chr19"	46123675	46125674	2000	"-"	"ENSG00000188624"	"IGFL3"	3
"chr17"	38727199	38729198	2000	"-"	"ENSG00000279119"	"AC006449.2"	0
"chr17"	6830762	6832761	2000	"-"	"ENSG00000167858"	"TEKT1"	4
"chr13"	51583455	51585454	2000	"+"	"ENSG00000139668"	"WDFY2"	1
"chrX"	47369583	47371582	2000	"+"	"ENSG00000147117"	"ZNF157"	0
"chr2"	38602587	38604586	2000	"-"	"ENSG00000143889"	"HNRNPLL"	62
"chr15"	43825963	43827962	2000	"+"	"ENSG00000092470"	"WDR76"	1
"chr7"	100147907	100149906	2000	"+"	"ENSG00000188186"	"LAMTOR4"	2
"chr11"	85646967	85648966	2000	"+"	"ENSG00000171202"	"TMEM126A"	3
"chr1"	145213851	145215850	2000	"+"	"ENSG00000281571"	"AC241585.2"	0
"chr7"	44605572	44607571	2000	"+"	"ENSG00000105953"	"OGDH"	5
"chr21"	13304171	13306170	2000	"+"	"ENSG00000280108"	"AJ239318.1"	0
"chr12"	45050100	45052099	2000	"-"	"ENSG00000185610"	"DBX2"	2
"chr13"	18206470	18208469	2000	"-"	"ENSG00000279081"	"AL356585.2"	0
"chr1"	148457814	148459813	2000	"+"	"ENSG00000280649"	"AC245100.1"	0
"chr10"	73167166	73169165	2000	"+"	"ENSG00000138286"	"FAM149B1"	3
"chr18"	80032950	80034949	2000	"-"	"ENSG00000141759"	"TXNL4A"	0
"chr6"	112086530	112088529	2000	"-"	"ENSG00000074935"	"TUBE1"	0
"chr22"	11066347	11068346	2000	"-"	"ENSG00000280363"	"CU104787.1"	0
"chr19"	43900386	43902385	2000	"-"	"ENSG00000176222"	"ZNF404"	1
"chr19"	48390554	48392553	2000	"-"	"ENSG00000105438"	"KDELR1"	0
"chr1"	151007376	151009375	2000	"-"	"ENSG00000143409"	"FAM63A"	0
"chr18"	49490587	49492586	2000	"-"	"ENSG00000215472"	"RPL17-C18orf32"	1
"chr20"	20055047	20057046	2000	"-"	"ENSG00000101343"	"CRNKL1"	1
"chr1"	234372456	234374455	2000	"+"	"ENSG00000168275"	"COA6"	2
"chr17"	43578621	43580620	2000	"-"	"ENSG00000175832"	"ETV4"	34
"chr5"	148382935	148384934	2000	"+"	"ENSG00000145868"	"FBXO38"	7
"chr17"	4947092	4949091	2000	"+"	"ENSG00000108515"	"ENO3"	1
"chr2"	30145941	30147940	2000	"+"	"ENSG00000119801"	"YPEL5"	96
"chr15"	64824669	64826668	2000	"-"	"ENSG00000140451"	"PIF1"	1
"chr19"	6464204	6466203	2000	"-"	"ENSG00000125648"	"SLC25A23"	1
"chr16"	2252737	2254736	2000	"+"	"ENSG00000279473"	"AC009065.4"	3
"chr21"	46604209	46606208	2000	"-"	"ENSG00000160307"	"S100B"	2
"chr14"	64893339	64895338	2000	"+"	"ENSG00000279654"	"AL135745.1"	3
"chr19"	35114879	35116878	2000	"+"	"ENSG00000089356"	"FXYD3"	3
"chr5"	40800597	40802596	2000	"-"	"ENSG00000279126"	"AC008810.1"	0
"chrX"	129737974	129739973	2000	"+"	"ENSG00000122121"	"XPNPEP2"	1
"chr15"	40237759	40239758	2000	"+"	"ENSG00000137843"	"PAK6"	0
"chr6"	27956241	27958240	2000	"+"	"ENSG00000124657"	"OR2B6"	1
"chr1"	155187587	155189586	2000	"+"	"ENSG00000279986"	"AC234582.2"	0
"chr14"	19301925	19303924	2000	"-"	"ENSG00000279508"	"AL589743.1"	0
"chr14"	71964306	71966305	2000	"+"	"ENSG00000280188"	"AC005477.1"	6
"chr17"	19377183	19379182	2000	"-"	"ENSG00000108641"	"B9D1"	2
"chr1"	184973551	184975550	2000	"-"	"ENSG00000135842"	"FAM129A"	0
"chr17"	77776465	77778464	2000	"-"	"ENSG00000278938"	"AC104981.1"	6
"chr8"	144797876	144799875	2000	"+"	"ENSG00000197363"	"ZNF517"	6
"chr15"	45113321	45115320	2000	"+"	"ENSG00000140274"	"DUOXA2"	2
"chr8"	405428	407427	2000	"+"	"ENSG00000147364"	"FBXO25"	5
"chr3"	115113211	115115210	2000	"-"	"ENSG00000279131"	"AC069063.1"	1
"chr7"	92527532	92529531	2000	"-"	"ENSG00000127980"	"PEX1"	4
"chr19"	42878823	42880822	2000	"-"	"ENSG00000231924"	"PSG1"	2
"chr5"	43042171	43044170	2000	"-"	"ENSG00000177721"	"ANXA2R"	46
"chr19"	21081159	21083158	2000	"+"	"ENSG00000160352"	"ZNF714"	2
"chr8"	53992605	53994604	2000	"+"	"ENSG00000280473"	"AC100821.2"	0
"chr19"	40646563	40648562	2000	"+"	"ENSG00000279183"	"FKSG66"	0
"chrX"	149773068	149775067	2000	"+"	"ENSG00000171116"	"HSFX1"	2
"chr21"	29023629	29025628	2000	"+"	"ENSG00000156256"	"USP16"	2
"chr7"	24572268	24574267	2000	"+"	"ENSG00000105926"	"MPP6"	0
"chr11"	124789070	124791069	2000	"-"	"ENSG00000279342"	"AP000866.1"	12
"chr10"	97425160	97427159	2000	"+"	"ENSG00000171314"	"PGAM1"	1
"chr19"	6371433	6373432	2000	"+"	"ENSG00000125652"	"ALKBH7"	11
"chr7"	111561518	111563517	2000	"-"	"ENSG00000184903"	"IMMP2L"	0
"chr7"	27179262	27181261	2000	"-"	"ENSG00000253293"	"HOXA10"	1
"chr7"	23637537	23639536	2000	"-"	"ENSG00000279448"	"FKSG54"	2
"chr17"	60659840	60661839	2000	"-"	"ENSG00000281267"	"AC110602.1"	3
"chr2"	233031672	233033671	2000	"+"	"ENSG00000115488"	"NEU2"	2
"chr12"	120368181	120370180	2000	"-"	"ENSG00000135097"	"MSI1"	3
"chr2"	206354739	206356738	2000	"+"	"ENSG00000279921"	"AC017081.1"	0
"chr10"	76350229	76352228	2000	"-"	"ENSG00000281042"	"AC013286.1"	2
"chr9"	116152804	116154803	2000	"+"	"ENSG00000182752"	"PAPPA"	5
"chr16"	3045681	3047680	2000	"+"	"ENSG00000008516"	"MMP25"	1
"chr12"	10110628	10112627	2000	"-"	"ENSG00000150048"	"CLEC1A"	1
"chrX"	7147191	7149190	2000	"-"	"ENSG00000130021"	"HDHD1"	1
"chr19"	1904214	1906213	2000	"+"	"ENSG00000227500"	"SCAMP4"	11
"chr7"	65140724	65142723	2000	"-"	"ENSG00000280410"	"AC104073.2"	0
"chr11"	5247449	5249448	2000	"+"	"ENSG00000279824"	"AC104389.2"	2
"chr1"	9827259	9829258	2000	"-"	"ENSG00000280113"	"AL357140.1"	1
"chr10"	46045270	46047269	2000	"-"	"ENSG00000263639"	"MSMB"	4
"chr17"	48579112	48581111	2000	"-"	"ENSG00000182742"	"HOXB4"	6
"chr2"	208189074	208191073	2000	"-"	"ENSG00000188674"	"C2orf80"	0
"chr8"	66674917	66676916	2000	"-"	"ENSG00000278888"	"AC090154.1"	3
"chr7"	137512832	137514831	2000	"+"	"ENSG00000279483"	"RPL41"	1
"chr19"	47348281	47350280	2000	"+"	"ENSG00000134815"	"DHX34"	0
"chr1"	149582865	149584864	2000	"+"	"ENSG00000263464"	"PPIAL4C"	1
"chr21"	10520553	10522552	2000	"+"	"ENSG00000274391"	"TPTE"	1
"chr15"	81373214	81375213	2000	"-"	"ENSG00000188869"	"TMC3"	1
"chr12"	108338342	108340341	2000	"-"	"ENSG00000174600"	"CMKLR1"	1
"chr4"	13626442	13628441	2000	"+"	"ENSG00000281620"	"AC006445.1"	2
"chr5"	60699191	60701190	2000	"-"	"ENSG00000035499"	"DEPDC1B"	0
"chrX"	149780930	149782929	2000	"+"	"ENSG00000123584"	"MAGEA9"	0
"chr19"	50648445	50650444	2000	"+"	"ENSG00000235034"	"C19orf81"	1
"chr5"	156659436	156661435	2000	"-"	"ENSG00000279646"	"AC016577.1"	1
"chr1"	32204661	32206660	2000	"+"	"ENSG00000160051"	"IQCC"	1
"chr12"	10012425	10014424	2000	"-"	"ENSG00000165682"	"CLEC1B"	2
"chr17"	5051010	5053009	2000	"-"	"ENSG00000132517"	"SLC52A1"	0
"chr7"	48034511	48036510	2000	"+"	"ENSG00000164746"	"C7orf57"	4
"chr17"	44556459	44558458	2000	"+"	"ENSG00000180340"	"FZD2"	0
"chrX"	103375340	103377339	2000	"+"	"ENSG00000166681"	"NGFRAP1"	1
"chr5"	172640266	172642265	2000	"+"	"ENSG00000214357"	"NEURL1B"	1
"chr1"	220878400	220880399	2000	"+"	"ENSG00000136630"	"HLX"	2
"chr16"	75565351	75567350	2000	"+"	"ENSG00000034713"	"GABARAPL2"	3
"chr19"	6669589	6671588	2000	"-"	"ENSG00000125735"	"TNFSF14"	0
"chr7"	45573140	45575139	2000	"+"	"ENSG00000164742"	"ADCY1"	2
"chr12"	75510637	75512636	2000	"-"	"ENSG00000111615"	"KRR1"	4
"chr19"	459997	461996	2000	"-"	"ENSG00000129946"	"SHC2"	4
"chr17"	41396593	41398592	2000	"-"	"ENSG00000131738"	"KRT33B"	3
"chr20"	46549575	46551574	2000	"-"	"ENSG00000149635"	"OCSTAMP"	4
"chr1"	27772183	27774182	2000	"+"	"ENSG00000117758"	"STX12"	2
"chr10"	87093161	87095160	2000	"+"	"ENSG00000122376"	"FAM35A"	3
"chr12"	103586273	103588272	2000	"+"	"ENSG00000136011"	"STAB2"	0
"chr1"	40160373	40162372	2000	"+"	"ENSG00000117000"	"RLF"	4
"chrX"	110357816	110359815	2000	"+"	"ENSG00000243978"	"RGAG1"	0
"chr12"	12999274	13001273	2000	"-"	"ENSG00000013583"	"HEBP1"	3
"chr6"	30162206	30164205	2000	"+"	"ENSG00000204610"	"TRIM15"	4
"chr19"	10835575	10837574	2000	"+"	"ENSG00000214212"	"C19orf38"	0
"chr1"	52725467	52727466	2000	"+"	"ENSG00000162378"	"ZYG11B"	3
"chr2"	2330261	2332260	2000	"-"	"ENSG00000186487"	"MYT1L"	0
"chr1"	47066488	47068487	2000	"+"	"ENSG00000186160"	"CYP4Z1"	4
"chr12"	22543547	22545546	2000	"-"	"ENSG00000111731"	"C2CD5"	0
"chr2"	151827493	151829492	2000	"-"	"ENSG00000162980"	"ARL5A"	0
"chr14"	60168857	60170856	2000	"-"	"ENSG00000100612"	"DHRS7"	2
"chr1"	162867816	162869815	2000	"-"	"ENSG00000185860"	"C1orf110"	4
"chr15"	40683069	40685068	2000	"-"	"ENSG00000279084"	"FKSG66"	1
"chr3"	115119172	115121171	2000	"+"	"ENSG00000279380"	"AC069063.2"	2
"chr2"	219399023	219401022	2000	"-"	"ENSG00000123992"	"DNPEP"	0
"chr9"	135074243	135076242	2000	"+"	"ENSG00000130558"	"OLFM1"	0
"chr14"	75521425	75523424	2000	"+"	"ENSG00000156127"	"BATF"	3
"chr12"	12951148	12953147	2000	"-"	"ENSG00000111291"	"GPRC5D"	2
"chr20"	44186579	44188578	2000	"-"	"ENSG00000149596"	"JPH2"	1
"chr7"	76200900	76202899	2000	"+"	"ENSG00000177679"	"SRRM3"	1
"chrX"	100643218	100645217	2000	"+"	"ENSG00000102359"	"SRPX2"	5
"chr11"	67649660	67651659	2000	"-"	"ENSG00000132744"	"ACY3"	0
"chr5"	177510275	177512274	2000	"-"	"ENSG00000146094"	"DOK3"	0
"chr14"	52790669	52792668	2000	"-"	"ENSG00000100522"	"GNPNAT1"	1
"chr1"	181393	183392	2000	"+"	"ENSG00000279928"	"FO538757.3"	0
"chr19"	44746705	44748704	2000	"+"	"ENSG00000069399"	"BCL3"	0
"chr2"	24009081	24011080	2000	"+"	"ENSG00000205639"	"MFSD2B"	0
"chr3"	3125916	3127915	2000	"+"	"ENSG00000072756"	"TRNT1"	3
"chr10"	91922769	91924768	2000	"+"	"ENSG00000095564"	"BTAF1"	1
"chr14"	22637474	22639473	2000	"-"	"ENSG00000279510"	"AC243945.1"	1
"chr11"	5252367	5254366	2000	"+"	"ENSG00000279346"	"AC104389.1"	0
"chr10"	114403757	114405756	2000	"-"	"ENSG00000169129"	"AFAP1L2"	0
"chr14"	76309614	76311613	2000	"+"	"ENSG00000119715"	"ESRRB"	1
"chr12"	10009627	10011626	2000	"+"	"ENSG00000256660"	"CLEC12B"	1
"chr11"	107590091	107592090	2000	"+"	"ENSG00000110675"	"ELMOD1"	1
"chr9"	92114385	92116384	2000	"-"	"ENSG00000090054"	"SPTLC1"	2
"chr3"	149735715	149737714	2000	"-"	"ENSG00000018408"	"WWTR1"	4
"chr9"	113220562	113222561	2000	"+"	"ENSG00000136868"	"SLC31A1"	4
"chr8"	22041398	22043397	2000	"+"	"ENSG00000158815"	"FGF17"	3
"chr3"	143118331	143120330	2000	"+"	"ENSG00000175040"	"CHST2"	2
"chr5"	42422777	42424776	2000	"+"	"ENSG00000112964"	"GHR"	106
"chr3"	98034305	98036304	2000	"-"	"ENSG00000183185"	"GABRR3"	3
"chr15"	43301256	43303255	2000	"-"	"ENSG00000159495"	"TGM7"	1
"chr7"	129501479	129503478	2000	"+"	"ENSG00000240204"	"SMKR1"	1
"chr8"	90002229	90004228	2000	"-"	"ENSG00000104320"	"NBN"	2
"chr17"	35730649	35732648	2000	"+"	"ENSG00000270885"	"RASL10B"	90
"chr1"	199323	201322	2000	"-"	"ENSG00000279457"	"FO538757.2"	0
"chr7"	151955379	151957378	2000	"+"	"ENSG00000106648"	"GALNTL5"	1
"chr17"	43397959	43399958	2000	"+"	"ENSG00000175906"	"ARL4D"	27
"chr15"	34795140	34797139	2000	"-"	"ENSG00000159251"	"ACTC1"	0
"chr10"	49114510	49116509	2000	"-"	"ENSG00000165633"	"VSTM4"	0
"chr4"	67544607	67546606	2000	"-"	"ENSG00000145241"	"CENPC"	0
"chr1"	145884867	145886866	2000	"-"	"ENSG00000198483"	"ANKRD35"	0
"chr11"	134223645	134225644	2000	"+"	"ENSG00000151502"	"VPS26B"	3
"chr19"	12937578	12939577	2000	"+"	"ENSG00000179218"	"CALR"	1
"chr22"	30967299	30969298	2000	"-"	"ENSG00000133422"	"MORC2"	4
"chr12"	4908905	4910904	2000	"+"	"ENSG00000111262"	"KCNA1"	1
"chr9"	7887381	7889380	2000	"-"	"ENSG00000137038"	"TMEM261"	3
"chr10"	93481318	93483317	2000	"-"	"ENSG00000138119"	"MYOF"	1
"chr19"	46142106	46144105	2000	"+"	"ENSG00000204866"	"IGFL2"	42
"chr3"	38281294	38283293	2000	"+"	"ENSG00000144671"	"SLC22A14"	3
"chr12"	31958370	31960369	2000	"+"	"ENSG00000174718"	"KIAA1551"	1
"chr7"	139108720	139110719	2000	"-"	"ENSG00000105939"	"ZC3HAV1"	0
"chr4"	99434738	99436737	2000	"-"	"ENSG00000196344"	"ADH7"	8
"chr14"	49597697	49599696	2000	"+"	"ENSG00000165501"	"LRR1"	2
"chr2"	209770993	209772992	2000	"+"	"ENSG00000144406"	"UNC80"	1
"chr1"	186399572	186401571	2000	"+"	"ENSG00000262180"	"OCLM"	0
"chrY"	22181983	22183982	2000	"-"	"ENSG00000169800"	"RBMY1F"	1
"chr2"	240819309	240821308	2000	"-"	"ENSG00000130294"	"KIF1A"	2
"chr12"	53231981	53233980	2000	"-"	"ENSG00000172819"	"RARG"	2
"chr6"	159168397	159170396	2000	"+"	"ENSG00000164694"	"FNDC1"	3
"chr16"	11667414	11669413	2000	"+"	"ENSG00000184602"	"SNN"	3
"chrX"	18983599	18985598	2000	"-"	"ENSG00000044446"	"PHKA2"	2
"chr17"	38852844	38854843	2000	"-"	"ENSG00000125691"	"RPL23"	2
"chr20"	5009294	5011293	2000	"-"	"ENSG00000089057"	"SLC23A2"	4
"chr6"	80105647	80107646	2000	"+"	"ENSG00000083123"	"BCKDHB"	5
"chr2"	26691690	26693689	2000	"+"	"ENSG00000171303"	"KCNK3"	42
"chr10"	11741366	11743365	2000	"+"	"ENSG00000134463"	"ECHDC3"	0
"chr5"	155869344	155871343	2000	"+"	"ENSG00000170624"	"SGCD"	1
"chr19"	17291609	17293608	2000	"+"	"ENSG00000130312"	"MRPL34"	0
"chrX"	317820	319819	2000	"-"	"ENSG00000178605"	"GTPBP6"	3
"chr1"	155207699	155209698	2000	"+"	"ENSG00000173171"	"MTX1"	3
"chr21"	37072171	37074170	2000	"-"	"ENSG00000185808"	"PIGP"	1
"chr1"	69567398	69569397	2000	"+"	"ENSG00000033122"	"LRRC7"	4
